F	X	Y	Z	W	P	R
0.692	-62.542	65.747	2.452	2.24284	2.13346	0
0.692	-63.991	64.347	2.453	2.19507	2.18291	0
0.692	-65.409	62.916	2.453	2.14621	2.2313	0
0.692	-66.794	61.453	2.454	2.09629	2.2786	0
0.692	-68.147	59.96	2.454	2.04533	2.32478	0
0.692	-69.467	58.436	2.454	1.99336	2.36982	0
0.691	-70.752	56.884	2.455	1.94039	2.4137	0
0.691	-72.004	55.305	2.455	1.88648	2.45643	0
0.691	-73.221	53.695	2.456	1.83157	2.49795	0
0.69	-74.4	52.061	2.456	1.7758	2.53822	0
0.69	-75.543	50.4	2.456	1.71914	2.57725	0
0.69	-76.65	48.715	2.457	1.66163	2.61501	0
0.69	-77.718	47.005	2.457	1.60329	2.65149	0
0.691	-78.748	45.271	2.457	1.54415	2.68667	0
0.691	-79.74	43.515	2.458	1.48424	2.72053	0
0.691	-80.693	41.738	2.458	1.4236	2.75305	0
0.691	-81.606	39.939	2.459	1.36224	2.78423	0
0.691	-82.478	38.121	2.459	1.30021	2.81403	0
0.691	-83.311	36.283	2.459	1.23753	2.84245	0
0.691	-84.103	34.426	2.46	1.17418	2.86949	0
0.691	-84.853	32.553	2.46	1.11029	2.89511	0
0.691	-85.561	30.664	2.46	1.04584	2.91929	0
0.691	-86.228	28.76	2.461	0.98088	2.94208	0
0.691	-86.852	26.84	2.461	0.91542	2.96338	0
0.691	-87.433	24.908	2.462	0.8495	2.98323	0
0.69	-87.972	22.962	2.462	0.78315	3.00161	0
0.691	-88.466	21.006	2.462	0.7164	3.01851	0
0.691	-88.918	19.038	2.463	0.6493	3.03392	0
0.691	-89.325	17.061	2.463	0.58186	3.04784	0
0.691	-89.689	15.075	2.464	0.51413	3.06026	0
0.691	-90.008	13.081	2.464	0.44613	3.07117	0
0.691	-90.284	11.079	2.464	0.37785	3.08058	0
0.692	-90.514	9.073	2.465	0.30943	3.08846	0
0.692	-90.701	7.062	2.465	0.24084	3.09481	0
0.692	-90.842	5.047	2.465	0.17213	3.09964	0
0.692	-90.939	3.029	2.466	0.10332	3.10294	0
0.692	-90.99	1.01	2.466	0.03445	3.10471	0
0.692	-90.998	-1.01	2.467	-0.03445	3.10499	0
0.692	-90.961	-3.03	2.467	-0.10334	3.10369	0
0.691	-90.878	-5.049	2.467	-0.1722	3.10087	0
0.691	-90.75	-7.066	2.468	-0.24097	3.09651	0
0.691	-90.578	-9.079	2.468	-0.30964	3.09063	0
0.691	-90.361	-11.089	2.469	-0.37817	3.08322	0
0.69	-90.099	-13.094	2.469	-0.44658	3.07428	0
0.69	-89.793	-15.092	2.469	-0.51473	3.06383	0
0.69	-89.443	-17.083	2.47	-0.58263	3.05187	0
0.69	-89.049	-19.066	2.47	-0.65025	3.0384	0
0.69	-88.61	-21.04	2.47	-0.71757	3.02343	0
0.689	-88.128	-23.003	2.471	-0.78454	3.00696	0
0.689	-87.603	-24.956	2.471	-0.85114	2.98901	0
0.69	-87.034	-26.897	2.472	-0.91733	2.96958	0
0.689	-86.422	-28.824	2.472	-0.98308	2.94869	0
0.689	-85.768	-30.738	2.472	-1.04837	2.92637	0
0.69	-85.071	-32.637	2.473	-1.11315	2.90257	0
0.689	-84.332	-34.52	2.473	-1.17738	2.87733	0
0.689	-83.551	-36.388	2.474	-1.2411	2.85065	0
0.689	-82.729	-38.237	2.474	-1.30416	2.82258	0
0.689	-81.866	-40.067	2.474	-1.36659	2.79312	0
0.689	-80.963	-41.877	2.475	-1.42836	2.76227	0
0.688	-80.019	-43.668	2.475	-1.48944	2.73006	0
0.688	-79.036	-45.437	2.475	-1.5498	2.6965	0
0.688	-78.014	-47.184	2.476	-1.6094	2.6616	0
0.688	-76.953	-48.908	2.476	-1.66822	2.62539	0
0.687	-75.855	-50.608	2.477	-1.72622	2.58787	0
0.688	-74.718	-52.283	2.477	-1.78339	2.54908	0
0.688	-73.545	-53.933	2.477	-1.83969	2.50902	0
0.688	-72.334	-55.558	2.478	-1.89513	2.46769	0
0.688	-71.089	-57.155	2.478	-1.94963	2.42519	0
0.688	-69.808	-58.724	2.479	-2.00315	2.38147	0
0.689	-68.493	-60.263	2.479	-2.0557	2.33656	0
0.689	-67.143	-61.774	2.479	-2.10724	2.2905	0
0.689	-65.76	-63.254	2.48	-2.15776	2.2433	0
0.689	-64.345	-64.703	2.48	-2.20722	2.195	0
0.689	-62.898	-66.121	2.48	-2.2556	2.1456	0
0.689	-61.419	-67.506	2.481	-2.30288	2.09514	0
0.688	-59.91	-68.858	2.481	-2.34903	2.04364	0
0.688	-58.371	-70.176	2.482	-2.39403	1.99112	0
0.688	-56.803	-71.46	2.482	-2.43785	1.93762	0
0.687	-55.206	-72.71	2.482	-2.48052	1.88311	0
0.687	-53.582	-73.923	2.483	-2.52194	1.82771	0
0.687	-51.932	-75.1	2.483	-2.56212	1.7714	0
0.687	-50.256	-76.24	2.483	-2.60104	1.71422	0
0.687	-48.555	-77.344	2.484	-2.63872	1.65619	0
0.687	-46.83	-78.409	2.484	-2.67507	1.59733	0
0.687	-45.081	-79.435	2.485	-2.71011	1.53767	0
0.687	-43.31	-80.422	2.485	-2.74383	1.47724	0
0.687	-41.517	-81.37	2.485	-2.77619	1.41608	0
0.687	-39.704	-82.278	2.486	-2.80719	1.35422	0
0.688	-37.871	-83.146	2.486	-2.83681	1.29167	0
0.687	-36.018	-83.972	2.487	-2.86504	1.22849	0
0.688	-34.146	-84.758	2.487	-2.89188	1.16463	0
0.688	-32.259	-85.502	2.487	-2.91727	1.10025	0
0.687	-30.355	-86.204	2.488	-2.94123	1.03531	0
0.687	-28.436	-86.863	2.488	-2.96375	0.96986	0
0.687	-26.503	-87.479	2.488	-2.9848	0.90392	0
0.687	-24.557	-88.053	2.489	-3.00439	0.83753	0
0.687	-22.598	-88.583	2.489	-3.02249	0.77071	0
0.687	-20.627	-89.071	2.49	-3.03915	0.70351	0
0.687	-18.647	-89.513	2.49	-3.05427	0.63595	0
0.687	-16.656	-89.912	2.49	-3.06789	0.56806	0
0.687	-14.657	-90.267	2.491	-3.08	0.49989	0
0.688	-12.651	-90.577	2.491	-3.09059	0.43145	0
0.688	-10.636	-90.842	2.492	-3.09966	0.36275	0
0.688	-8.618	-91.063	2.492	-3.1072	0.2939	0
0.688	-6.595	-91.239	2.492	-3.1132	0.2249	0
0.688	-4.568	-91.37	2.493	-3.11767	0.15578	0
0.688	-2.539	-91.456	2.493	-3.12061	0.08658	0
0.688	-0.508	-91.497	2.493	-3.122	0.01732	0
0.688	1.524	-91.492	2.494	-3.12186	-0.05196	0
0.688	3.554	-91.443	2.494	-3.12017	-0.12122	0
0.688	5.584	-91.348	2.495	-3.11694	-0.19044	0
0.688	7.611	-91.21	2.495	-3.11221	-0.25957	0
0.688	9.635	-91.026	2.495	-3.10591	-0.32859	0
0.687	11.654	-90.796	2.496	-3.09808	-0.39745	0
0.687	13.669	-90.522	2.496	-3.08871	-0.46619	0
0.686	15.676	-90.203	2.497	-3.07782	-0.53465	0
0.686	17.676	-89.84	2.497	-3.06541	-0.60286	0
0.686	19.668	-89.432	2.497	-3.05148	-0.67078	0
0.686	21.65	-88.98	2.498	-3.03605	-0.73838	0
0.686	23.622	-88.484	2.498	-3.01912	-0.80563	0
0.685	25.582	-87.945	2.499	-3.0007	-0.8725	0
0.686	27.53	-87.362	2.499	-2.98079	-0.93894	0
0.686	29.465	-86.736	2.499	-2.95941	-1.00494	0
0.686	31.385	-86.067	2.5	-2.93657	-1.07045	0
0.686	33.291	-85.356	2.5	-2.91228	-1.13544	0
0.686	35.182	-84.601	2.5	-2.88652	-1.19994	0
0.686	37.054	-83.807	2.501	-2.85939	-1.26382	0
0.686	38.908	-82.97	2.501	-2.83081	-1.32708	0
0.685	40.744	-82.092	2.502	-2.80084	-1.38969	0
0.685	42.559	-81.174	2.502	-2.76948	-1.45162	0
0.685	44.354	-80.215	2.502	-2.73674	-1.51286	0
0.685	46.127	-79.217	2.503	-2.70266	-1.57336	0
0.684	47.878	-78.179	2.503	-2.66723	-1.63309	0
0.684	49.606	-77.103	2.504	-2.63049	-1.69203	0
0.684	51.309	-75.989	2.504	-2.59245	-1.75015	0
0.684	52.987	-74.837	2.504	-2.55312	-1.80741	0
0.684	54.64	-73.647	2.505	-2.51253	-1.86379	0
0.684	56.267	-72.421	2.505	-2.47066	-1.91931	0
0.685	57.865	-71.159	2.505	-2.42759	-1.97385	0
0.685	59.435	-69.863	2.506	-2.38333	-2.02742	0
0.686	60.976	-68.531	2.506	-2.33789	-2.08001	0
0.686	62.487	-67.167	2.507	-2.29131	-2.1316	0
0.685	63.968	-65.768	2.507	-2.24357	-2.18213	0
0.686	65.417	-64.337	2.507	-2.19472	-2.23159	0
0.686	66.834	-62.874	2.508	-2.14478	-2.27996	0
0.685	68.219	-61.379	2.508	-2.09378	-2.32721	0
0.685	69.57	-59.854	2.509	-2.04174	-2.37333	0
0.685	70.887	-58.3	2.509	-1.98868	-2.41828	0
0.685	72.169	-56.716	2.509	-1.93464	-2.46205	0
0.684	73.417	-55.103	2.51	-1.8796	-2.50465	0
0.684	74.627	-53.464	2.51	-1.82366	-2.54598	0
0.683	75.802	-51.798	2.51	-1.76682	-2.58607	0
0.683	76.939	-50.106	2.511	-1.7091	-2.62488	0
0.683	78.038	-48.389	2.511	-1.65053	-2.66242	0
0.683	79.099	-46.649	2.512	-1.59114	-2.69864	0
0.684	80.121	-44.885	2.512	-1.53096	-2.73354	0
0.684	81.105	-43.099	2.512	-1.47003	-2.76713	0
0.684	82.048	-41.291	2.513	-1.40835	-2.79933	0
0.684	82.951	-39.462	2.513	-1.34597	-2.83015	0
0.684	83.813	-37.614	2.514	-1.28292	-2.85958	0
0.684	84.633	-35.747	2.514	-1.21923	-2.88761	0
0.684	85.413	-33.861	2.514	-1.15488	-2.91424	0
0.684	86.15	-31.959	2.515	-1.09	-2.93941	0
0.684	86.845	-30.041	2.515	-1.02458	-2.96314	0
0.684	87.497	-28.107	2.516	-0.95864	-2.98541	0
0.684	88.106	-26.16	2.516	-0.89222	-3.00621	0
0.684	88.672	-24.2	2.516	-0.82535	-3.02553	0
0.684	89.194	-22.227	2.517	-0.75807	-3.04337	0
0.683	89.673	-20.243	2.517	-0.6904	-3.0597	0
0.683	90.107	-18.249	2.517	-0.62238	-3.07453	0
0.684	90.496	-16.245	2.518	-0.55405	-3.08784	0
0.684	90.843	-14.234	2.518	-0.48544	-3.09967	0
0.684	91.143	-12.215	2.519	-0.41658	-3.10993	0
0.685	91.399	-10.187	2.519	-0.34744	-3.11867	0
0.685	91.61	-8.157	2.519	-0.27818	-3.12586	0
0.684	91.775	-6.121	2.52	-0.20877	-3.13151	0
0.684	91.895	-4.083	2.52	-0.13925	-3.13562	0
0.684	91.97	-2.042	2.521	-0.06965	-3.13818	0
0.684	92	0	2.521	0	-3.1392	0
0.67	91.985	2.001	2.521	0.06823	-3.13869	0
0.67	91.927	3.999	2.522	0.13639	-3.1367	0
0.67	91.825	5.998	2.522	0.20455	-3.13323	0
0.67	91.68	7.994	2.522	0.27262	-3.12827	0
0.67	91.492	9.984	2.523	0.34052	-3.12184	0
0.67	91.26	11.972	2.523	0.40832	-3.11392	0
0.669	90.984	13.955	2.524	0.47594	-3.1045	0
0.669	90.666	15.93	2.524	0.54329	-3.09364	0
0.669	90.305	17.899	2.524	0.61045	-3.08131	0
0.668	89.902	19.86	2.525	0.67733	-3.06752	0
0.668	89.456	21.81	2.525	0.74385	-3.05229	0
0.668	88.967	23.752	2.525	0.81008	-3.0356	0
0.668	88.436	25.683	2.526	0.87594	-3.01748	0
0.668	87.864	27.601	2.526	0.94135	-2.99793	0
0.668	87.25	29.507	2.527	1.00637	-2.97695	0
0.669	86.594	31.4	2.527	1.07093	-2.95456	0
0.668	85.898	33.276	2.527	1.13495	-2.93079	0
0.669	85.16	35.139	2.528	1.19848	-2.90561	0
0.669	84.382	36.985	2.528	1.26145	-2.87901	0
0.668	83.564	38.812	2.529	1.3238	-2.85111	0
0.668	82.707	40.623	2.529	1.38558	-2.82183	0
0.668	81.81	42.415	2.529	1.44672	-2.79121	0
0.668	80.875	44.188	2.53	1.50718	-2.75927	0
0.667	79.902	45.938	2.53	1.5669	-2.72604	0
0.667	78.89	47.668	2.53	1.62593	-2.6915	0
0.667	77.84	49.376	2.531	1.6842	-2.65567	0
0.667	76.755	51.06	2.531	1.74164	-2.61862	0
0.667	75.632	52.721	2.532	1.79832	-2.58029	0
0.667	74.474	54.357	2.532	1.85415	-2.54073	0
0.667	73.281	55.967	2.532	1.90907	-2.5	0
0.668	72.052	57.551	2.533	1.96315	-2.45806	0
0.668	70.788	59.108	2.533	2.01628	-2.41491	0
0.668	69.492	60.637	2.533	2.06845	-2.37068	0
0.668	68.162	62.138	2.534	2.11969	-2.32529	0
0.669	66.8	63.611	2.534	2.16994	-2.2788	0
0.669	65.407	65.052	2.535	2.21913	-2.23125	0
0.668	63.982	66.464	2.535	2.26732	-2.18261	0
0.668	62.526	67.845	2.535	2.31445	-2.13293	0
0.668	61.042	69.193	2.536	2.36045	-2.08228	0
0.668	59.528	70.509	2.536	2.40539	-2.03059	0
0.667	57.985	71.792	2.537	2.44919	-1.97794	0
0.667	56.415	73.041	2.537	2.49181	-1.92439	0
0.667	54.818	74.256	2.537	2.53329	-1.86988	0
0.667	53.194	75.435	2.538	2.57355	-1.81446	0
0.666	51.546	76.579	2.538	2.6126	-1.75824	0
0.666	49.873	77.687	2.538	2.65045	-1.70113	0
0.666	48.175	78.76	2.539	2.68705	-1.64322	0
0.666	46.456	79.794	2.539	2.72236	-1.58457	0
0.667	44.713	80.791	2.54	2.75642	-1.52511	0
0.667	42.949	81.751	2.54	2.78917	-1.46492	0
0.667	41.166	82.671	2.54	2.82059	-1.40409	0
0.667	39.361	83.553	2.541	2.85071	-1.34253	0
0.667	37.538	84.395	2.541	2.87948	-1.28033	0
0.667	35.698	85.197	2.541	2.90687	-1.21757	0
0.667	33.84	85.96	2.542	2.93291	-1.15417	0
0.667	31.965	86.682	2.542	2.95757	-1.09022	0
0.667	30.076	87.362	2.543	2.98079	-1.02578	0
0.667	28.171	88.002	2.543	3.00264	-0.96082	0
0.666	26.253	88.6	2.543	3.02308	-0.89539	0
0.666	24.324	89.157	2.544	3.04208	-0.82958	0
0.666	22.381	89.671	2.544	3.05966	-0.76331	0
0.666	20.427	90.144	2.545	3.07579	-0.69668	0
0.667	18.464	90.573	2.545	3.09047	-0.62971	0
0.667	16.493	90.96	2.545	3.10367	-0.56248	0
0.667	14.512	91.304	2.546	3.11542	-0.49492	0
0.667	12.524	91.605	2.546	3.1257	-0.42713	0
0.667	10.531	91.862	2.546	3.13449	-0.35917	0
10	8.532	92.077	2.547	3.14181	-0.29098	0
10	6.528	92.247	2.547	3.14764	-0.22264	0
10	4.523	92.373	2.548	3.15195	-0.15424	0
10	2.513	92.457	2.548	3.1548	-0.08571	0
10	0.502	92.497	2.548	3.15616	-0.01712	0
10	-1.508	92.493	2.549	3.15603	0.05143	0
10	-3.519	92.445	2.549	3.1544	0.12002	0
10	-5.529	92.354	2.549	3.15128	0.18856	0
10	-7.535	92.219	2.55	3.14667	0.25697	0
10	-9.539	92.04	2.55	3.14056	0.32533	0
0.666	-11.539	91.818	2.551	3.13297	0.39354	0
0.666	-13.532	91.552	2.551	3.1239	0.46152	0
0.666	-15.521	91.243	2.551	3.11335	0.52935	0
0.666	-17.503	90.891	2.552	3.10132	0.59694	0
0.666	-19.475	90.495	2.552	3.0878	0.6642	0
0.665	-21.44	90.057	2.553	3.07284	0.73121	0
0.665	-23.395	89.576	2.553	3.05642	0.79789	0
0.665	-25.337	89.054	2.553	3.03857	0.86415	0
10	-27.27	88.488	2.554	3.01926	0.93007	0
10	-29.19	87.881	2.554	2.99852	0.99556	0
10	-31.095	87.233	2.554	2.97638	1.06054	0
10	-32.987	86.542	2.555	2.95281	1.12507	0
0.665	-34.863	85.811	2.555	2.92783	1.18909	0
0.665	-36.723	85.04	2.556	2.90149	1.25251	0
0.665	-38.566	84.228	2.556	2.87375	1.31539	0
0.665	-40.391	83.375	2.556	2.84465	1.37767	0
0.665	-42.197	82.484	2.557	2.81423	1.43925	0
0.665	-43.983	81.552	2.557	2.78241	1.5002	0
0.664	-45.75	80.583	2.557	2.7493	1.56046	0
0.664	-47.493	79.576	2.558	2.71492	1.61995	0
0.664	-49.216	78.53	2.558	2.67922	1.67874	0
10	-50.916	77.447	2.559	2.64225	1.73673	0
10	-52.591	76.328	2.559	2.60405	1.79388	0
10	-54.242	75.172	2.559	2.56459	1.85023	0
10	-55.868	73.981	2.56	2.5239	1.90571	0
10	-57.467	72.755	2.56	2.48206	1.96026	0
10	-59.04	71.494	2.561	2.439	2.01394	0
10	-60.585	70.198	2.561	2.39478	2.06667	0
10	-62.102	68.869	2.561	2.34942	2.11844	0
0.666	-63.587	67.508	2.562	2.30296	2.16915	0
0.666	-65.045	66.114	2.562	2.25539	2.2189	0
0.666	-66.473	64.689	2.562	2.20675	2.26762	0
0.666	-67.868	63.234	2.563	2.1571	2.31523	0
0.666	-69.232	61.748	2.563	2.10638	2.36179	0
0.666	-70.563	60.233	2.564	2.05466	2.40725	0
10	-71.861	58.69	2.564	2.002	2.45154	0
10	-73.126	57.118	2.564	1.94835	2.49471	0
10	-74.356	55.518	2.565	1.89377	2.53671	0
10	-75.55	53.894	2.565	1.83834	2.57749	0
10	-76.71	52.242	2.566	1.78198	2.61709	0
10	-77.834	50.565	2.566	1.72477	2.65545	0
10	-78.92	48.866	2.566	1.66679	2.69254	0
10	-79.969	47.141	2.567	1.60795	2.72836	0
0.664	-80.982	45.395	2.567	1.54836	2.76292	0
0.664	-81.955	43.628	2.567	1.48807	2.79616	0
0.664	-82.891	41.838	2.568	1.42703	2.8281	0
0.664	-83.787	40.029	2.568	1.36531	2.85872	0
10	-84.643	38.202	2.569	1.30298	2.88796	0
10	-85.461	36.355	2.569	1.23997	2.91586	0
10	-86.237	34.491	2.569	1.17638	2.94239	0
10	-86.973	32.611	2.57	1.11227	2.96751	0
0.664	-87.668	30.715	2.57	1.04757	2.99125	0
0.664	-88.322	28.803	2.571	0.98237	3.01358	0
0.663	-88.934	26.879	2.571	0.91675	3.03447	0
0.663	-89.503	24.941	2.571	0.85063	3.05391	0
10	-90.031	22.99	2.572	0.7841	3.07194	0
10	-90.516	21.03	2.572	0.71725	3.08851	0
10	-90.959	19.059	2.572	0.65	3.10363	0
10	-91.359	17.077	2.573	0.58243	3.11729	0
10	-91.715	15.09	2.573	0.51463	3.12946	0
10	-92.028	13.093	2.574	0.44652	3.14016	0
10	-92.298	11.089	2.574	0.3782	3.14938	0
10	-92.524	9.082	2.574	0.30974	3.15711	0
10	-92.707	7.068	2.575	0.24106	3.16334	0
10	-92.846	5.051	2.575	0.17227	3.16808	0
10	-92.941	3.033	2.576	0.10343	3.17132	0
10	-92.992	1.011	2.576	0.03449	3.17306	0
10	-92.998	-1.011	2.576	-0.03449	3.17327	0
10	-92.961	-3.033	2.577	-0.10346	3.172	0
10	-92.88	-5.053	2.577	-0.17233	3.16924	0
10	-92.755	-7.072	2.577	-0.24119	3.16498	0
10	-92.586	-9.088	2.578	-0.30994	3.15921	0
10	-92.374	-11.098	2.578	-0.37851	3.15196	0
10	-92.117	-13.105	2.579	-0.44696	3.14321	0
10	-91.818	-15.106	2.579	-0.51521	3.13297	0
10	-91.475	-17.099	2.579	-0.58317	3.12125	0
10	-91.088	-19.086	2.58	-0.65092	3.10805	0
10	-90.658	-21.063	2.58	-0.71838	3.09337	0
10	-90.186	-23.03	2.581	-0.78545	3.07724	0
0.662	-89.671	-24.988	2.581	-0.85222	3.05964	0
0.662	-89.112	-26.933	2.581	-0.91859	3.04055	0
0.663	-88.512	-28.865	2.582	-0.98449	3.02007	0
0.663	-87.87	-30.785	2.582	-1.04999	2.99815	0
10	-87.187	-32.691	2.582	-1.115	2.9748	0
10	-86.462	-34.581	2.583	-1.17944	2.95006	0
10	-85.696	-36.455	2.583	-1.24339	2.92391	0
10	-84.89	-38.313	2.584	-1.30677	2.89636	0
10	-84.043	-40.151	2.584	-1.36948	2.86747	0
10	-83.157	-41.973	2.584	-1.43161	2.83719	0
10	-82.23	-43.774	2.585	-1.49307	2.80556	0
10	-81.266	-45.554	2.585	-1.55379	2.77263	0
10	-80.262	-47.314	2.586	-1.61384	2.73836	0
10	-79.22	-49.051	2.586	-1.67311	2.70276	0
10	-78.141	-50.765	2.586	-1.73158	2.66593	0
10	-77.024	-52.456	2.587	-1.78928	2.62781	0
10	-75.871	-54.122	2.587	-1.84614	2.58844	0
10	-74.683	-55.762	2.587	-1.9021	2.54788	0
10	-73.458	-57.377	2.588	-1.95722	2.50607	0
10	-72.199	-58.966	2.588	-2.01142	2.46307	0
10	-70.906	-60.525	2.589	-2.06463	2.41893	0
10	-69.578	-62.057	2.589	-2.11692	2.37361	0
10	-68.217	-63.56	2.589	-2.16822	2.32717	0
10	-66.825	-65.032	2.59	-2.21846	2.27965	0
10	-65.4	-66.475	2.59	-2.2677	2.23101	0
0.663	-63.944	-67.887	2.591	-2.31588	2.18131	0
0.663	-62.458	-69.264	2.591	-2.36291	2.1306	0
0.663	-60.942	-70.611	2.591	-2.40889	2.07885	0
0.663	-59.396	-71.925	2.592	-2.45374	2.02611	0
10	-57.822	-73.205	2.592	-2.49743	1.9724	0
10	-56.222	-74.45	2.592	-2.53992	1.9178	0
10	-54.594	-75.661	2.593	-2.58125	1.86225	0
10	-52.94	-76.836	2.593	-2.62137	1.8058	0
10	-51.262	-77.974	2.594	-2.66022	1.74854	0
10	-49.558	-79.076	2.594	-2.69785	1.6904	0
10	-47.83	-80.141	2.594	-2.73421	1.63146	0
10	-46.081	-81.167	2.595	-2.76926	1.57178	0
10	-44.309	-82.156	2.595	-2.80303	1.51131	0
10	-42.515	-83.106	2.595	-2.83545	1.4501	0
10	-40.702	-84.016	2.596	-2.86653	1.38826	0
10	-38.868	-84.888	2.596	-2.8963	1.3257	0
10	-37.016	-85.719	2.597	-2.92469	1.26252	0
10	-35.147	-86.51	2.597	-2.95169	1.19877	0
10	-33.26	-87.26	2.597	-2.97731	1.13441	0
0.661	-31.357	-87.969	2.598	-3.00153	1.06949	0
0.661	-29.441	-88.636	2.598	-3.02432	1.00412	0
0.661	-27.508	-89.262	2.599	-3.0457	0.93821	0
0.661	-25.563	-89.846	2.599	-3.06563	0.87185	0
10	-23.606	-90.387	2.599	-3.08411	0.80512	0
10	-21.637	-90.886	2.6	-3.10115	0.73794	0
10	-19.657	-91.342	2.6	-3.11672	0.67041	0
10	-17.669	-91.753	2.6	-3.13077	0.6026	0
10	-15.671	-92.123	2.601	-3.14339	0.53445	0
10	-13.665	-92.449	2.601	-3.15452	0.46604	0
10	-11.654	-92.731	2.602	-3.16415	0.39745	0
10	-9.635	-92.969	2.602	-3.1723	0.32861	0
10	-7.612	-93.164	2.602	-3.17894	0.2596	0
10	-5.586	-93.314	2.603	-3.18408	0.19052	0
10	-3.556	-93.42	2.603	-3.18771	0.12128	0
10	-1.524	-93.483	2.604	-3.18984	0.05198	0
10	0.508	-93.501	2.604	-3.19045	-0.01731	0
10	2.541	-93.474	2.604	-3.18956	-0.08665	0
10	4.573	-93.404	2.605	-3.18716	-0.15596	0
10	6.602	-93.289	2.605	-3.18321	-0.22516	0
10	8.63	-93.13	2.605	-3.17779	-0.29431	0
10	10.653	-92.927	2.606	-3.17087	-0.36333	0
10	12.671	-92.681	2.606	-3.16245	-0.43214	0
10	14.684	-92.39	2.607	-3.15253	-0.50081	0
10	16.691	-92.056	2.607	-3.14111	-0.56926	0
10	18.689	-91.679	2.607	-3.12822	-0.63739	0
10	20.68	-91.257	2.608	-3.11383	-0.70529	0
10	22.661	-90.793	2.608	-3.09796	-0.77286	0
10	24.632	-90.285	2.609	-3.08063	-0.84008	0
10	26.589	-89.736	2.609	-3.06185	-0.90686	0
10	28.537	-89.143	2.609	-3.04161	-0.97328	0
10	30.47	-88.508	2.61	-3.01992	-1.03924	0
10	32.388	-87.83	2.61	-2.99679	-1.10466	0
10	34.293	-87.112	2.611	-2.97225	-1.16964	0
10	36.182	-86.352	2.611	-2.9463	-1.23407	0
10	38.053	-85.552	2.611	-2.91898	-1.29788	0
10	39.907	-84.711	2.612	-2.89025	-1.36114	0
10	41.743	-83.829	2.612	-2.86015	-1.42376	0
10	43.557	-82.908	2.612	-2.82871	-1.48568	0
10	45.353	-81.948	2.613	-2.79591	-1.54695	0
10	47.128	-80.948	2.613	-2.76178	-1.6075	0
10	48.88	-79.911	2.614	-2.72637	-1.66725	0
10	50.609	-78.835	2.614	-2.68964	-1.72628	0
10	52.316	-77.722	2.614	-2.65163	-1.78449	0
10	53.996	-76.573	2.615	-2.61239	-1.84183	0
10	55.652	-75.385	2.615	-2.57185	-1.89834	0
10	57.282	-74.163	2.616	-2.53012	-1.95397	0
10	58.885	-72.906	2.616	-2.48722	-2.00865	0
10	60.46	-71.614	2.616	-2.4431	-2.06243	0
10	62.008	-70.287	2.617	-2.39782	-2.11524	0
10	63.525	-68.929	2.617	-2.35145	-2.16703	0
10	65.014	-67.536	2.617	-2.30391	-2.21783	0
10	66.472	-66.111	2.618	-2.25528	-2.2676	0
10	67.898	-64.656	2.618	-2.20562	-2.31627	0
10	69.293	-63.169	2.619	-2.15487	-2.36389	0
10	70.656	-61.652	2.619	-2.10309	-2.41039	0
10	71.984	-60.107	2.619	-2.05036	-2.45573	0
10	73.279	-58.531	2.62	-1.99658	-2.49993	0
10	74.54	-56.928	2.62	-1.94188	-2.54298	0
10	75.765	-55.299	2.621	-1.8863	-2.5848	0
10	76.955	-53.643	2.621	-1.82977	-2.62543	0
10	78.109	-51.96	2.621	-1.77237	-2.66484	0
10	79.225	-50.255	2.622	-1.71417	-2.70295	0
10	80.305	-48.524	2.622	-1.65511	-2.73983	0
10	81.348	-46.769	2.623	-1.59526	-2.77542	0
10	82.351	-44.994	2.623	-1.5347	-2.80967	0
10	83.316	-43.196	2.623	-1.47335	-2.84263	0
10	84.242	-41.377	2.624	-1.4113	-2.87424	0
10	85.128	-39.539	2.624	-1.34857	-2.9045	0
10	85.973	-37.682	2.624	-1.28525	-2.93337	0
10	86.778	-35.806	2.625	-1.22125	-2.96085	0
10	87.543	-33.913	2.625	-1.15668	-2.98696	0
10	88.265	-32.006	2.626	-1.09161	-3.01165	0
10	88.947	-30.081	2.626	-1.02596	-3.03493	0
10	89.587	-28.142	2.626	-0.95981	-3.05678	0
10	90.184	-26.191	2.627	-0.89326	-3.07717	0
10	90.739	-24.225	2.627	-0.82622	-3.09612	0
10	91.251	-22.248	2.628	-0.75878	-3.11361	0
10	91.72	-20.262	2.628	-0.69103	-3.12962	0
10	92.145	-18.264	2.628	-0.62289	-3.14416	0
10	92.528	-16.257	2.629	-0.55444	-3.15722	0
10	92.866	-14.244	2.629	-0.48578	-3.16878	0
10	93.16	-12.222	2.629	-0.41682	-3.17881	0
10	93.41	-10.194	2.63	-0.34766	-3.18737	0
10	93.617	-8.162	2.63	-0.27838	-3.19442	0
10	93.779	-6.125	2.631	-0.2089	-3.19997	0
10	93.897	-4.085	2.631	-0.13931	-3.204	0
10	93.971	-2.044	2.631	-0.06971	-3.20651	0
10	94	0	2.632	0	-3.20751	0
10	93.986	2.002	2.632	0.06826	-3.20702	0
10	93.929	4.004	2.633	0.13656	-3.20507	0
10	93.828	6.003	2.633	0.20475	-3.20164	0
10	93.686	8	2.633	0.27285	-3.19679	0
10	93.501	9.996	2.634	0.3409	-3.19047	0
10	93.274	11.985	2.634	0.40875	-3.18272	0
10	93.004	13.969	2.634	0.47642	-3.17348	0
10	92.692	15.949	2.635	0.54394	-3.16283	0
